,text,label
43,Really? Show me that by quoting where the article says it.,True
44,"How is that related to deterrence?   Once again, deterrence is preventing through the fear of consequences.  What you are talking about is not related to the subject of deterrence.",True
45,"Because if evolution cannot explain all changes it is false, Unless you propose some creatures evolved and some were specially created. Is that what you mean?  Genesis says that all creatures were specially created. It fits with the observational eviden",True
46,"I think there are two separate questions here.  (1) When does personhood begin?  (2) Who gets to make such arbitrary, moral decisions on behalf of a pregnant woman?  Both are legitimate issues of contention. You can't just dismiss the one you don't",True
47,"If that were true, why are there millions of miscarriages each year? I don't believe a word of it.",True
48,Any geologists want to help me out here? What they mean by this is that there are sediments in one place and sediments in another place. They can date them radiometrically to determine that they are both from the Edicarian period (even though they may be,True
49,"So you're saying we would not have clindamycin without the ToE?   The ToE is supposed to be defined as changes in alleles, not changes in anything someone wishes to assign it to. It seems that in addition to the term evolution being broadened to mean ju",True
50,So you subscribe to the inaccurate idea that Irish people are part of a different group to the English people? Genetics indicate that the UK is made up of a fairly homogenous group of people stretching back for thousands of years....,True
51,"And once again, is this a strong enough rebuttal to assert proof? no, Behe assumes that a biochemical system that exists today cannot have a precursor, or less complex state of existence. Clive did a good job of demolishing this notion with the mouse trap",True
52,"Intelligent design is a recent concept (not associated with any one religion) and it hasn't had over 100 years to be studied. Why not start now? It can't happen if we block it from future generations. Why not give it a chance, study it, search for evidenc",True
53,So you are saying that the democrats have no choice but to inaugarate Brown and let him stop the bill? You suggest that whatever option they pick will be political suicide.,True
54,"How else should it be done? It is a constiturionally protected right. To eliminate that right, the constitutional protection must be removed first, is the removal itself, becomes unconstitutional.",True
55,Thats an odd analogy. Can a child survive without its mother? I'd say a baby is no less dependent on its mother the first few years than it is when in it grew in the womb.  Is the child still a parasite then?,True
56,"Well then, my skeptic fellow Australians, what is the answer to the question? Do any of you guys here know? I sure as hell don't. Creationists did not misquote Dawkins because the words came from his mouth. And Dawkins is a professional at biology, but he",True
57,"So why should you care about their non-scientific beliefs in a debate on science? Most people who believe in evolution do so because of science, so their non-scientific beliefs are irrelevant.",True
58,"Well, not completely, but yes, quite the same. However, this is irrelivent- she wasn't a person, because she was in a coma. Does that give me the right to kill her? Of course not!  What about fetuses born in comas? Can we kill them?  What about people",True
59,"I think that's a good question. I also wonder how long the medical establishment has had this rule? Since there must be some long-standing procedures in executions in the United States that require, by law, a doctor's supervision.",True
60,Got evidence to back that up??  I'm not sure how a stoner's worse than an alcoholic really.  -Wez,True
61,"What would you know about fair and balanced?:xcensored  I know a lot of truths about gays. Do you want me to start posting incessant threads pointing them all out?  And I am the moderator for the formal debate forum, not the entire board. Want to deba",True
62,"Not needed? It is evolution. The collor of the moths is genetic - caused by 2 alleles of a single gene. The frequencies of those alleles were observed to change in the populations of moths over many generations. It is by definition, evolution.",True
63,"Form 4473, question 11a reads as follows:  11. a. Are you the actual buyer of the firearm(s) listed on this form? Warning: You are no the actual buyer if you are acquiring the firearm(s) on behalf of another person. If you are not the actual buyer, the",True
64,"And what is the full quote? Was it talking about, lets say for example, tutles, where over 90 percent of them die before reaching adulthood?  In many species, that is true. The 'rule of thumb' is that the more individuals do not reach adulthood, the mor",True
65,What is a 'higher' species. If you mean a more intelligent primate?? The concept there is a hierarchy of 'higher' and 'lower' species is incorrect. The only difference between man and the other primates is that man has a hyperdeveloped brain. There are t,True
66,"So what is being monitored by the ribosome? Information. Material representations (amino acid sequence vs DNA sequence) of information. But, it does not only monitor it, it manipulates it as a means to an end... fidelity.",True
67,"I would favor capital punishment IF our system was always fair and equal, it is not ..... would O.J. have walked if he had been a poor man? I would support capital punishment if we only convicted guilty men ... that is not the case. The list of men on dea",True
68,"How is that a strawman?   Your challenge directly relies upon something you assume to be proven, but has not been. Therefore even in a hypothetical stance, your underlying arguments are invalid, thus leading to everything else being invalid. You're not ",True
69,"Did you read the article? A capuchin is type of monkey, in this case, the type that was used in the experiment.",True
70,"And she was having unprotected sex? So she knew becoming pregnant was a possibility? Yeah, I could see that being condemned by pro-lifers.",True
71,"So what? That means in a firefight with police, the criminal will run out of ammunition in a matter of seconds and be ripe for the picking.",True
72,"You lost this debate Skeptic, why drag it back up again? There are plenty of other subjects that we could debate instead. Pick one of them and let's debate again. Alternatively, how about a formal debate on ID in which you never once mention Behe? That'll",True
73,It stops us from saying we ara a rational people. I don't support any laws that would allow a father not to have a say so about his child being aborted. Are there any?? If it were a life or death thing for the mother no question.  As I stated I don't li,True
74,Do you think that the woman will not relive the rape on a daily basis if she destroys the child? Not likely. I think she will still suffer through those thoughts. Killing the baby complicates this. What happens if she has horrible thoughts about a rape wi,True
75,"Since when does the fate get decided by the victim? A woman could be said to have a biased opinion on it because she is an involved party. Even so, I take the stand that no one has any authority over the other to make that decision.",True
76,Just as you are uninformed on the other subject? I honestly believe that is the only reason you don't at least partially accept evolution.,True
77,"He had ALREADY MADE the animals. ""now the Lord God HAD FORMED..."" not ""now the Lord God formed..."" See the difference? He already HAD FORMED the animals before he brought them to Adam. He made the animals before Adam.",True
78,"Thomas favored incorporation through priviledges and immunities, correct?  That likely makes the most sense but the Court probably feared how far that could go, since the logical conclusion is the abolition of individual State law. Not that the ""substan",True
79,But does anyone actually need a marriage to do this? No. Are there any laws stating one must be married before giving birth? No.,True
80,"And what did I say?   I quoted the title of the video, said ""Enjoy"" and labeled the link ""link""  So how is saying ""enjoy"" and ""link"" which were MY words mockery? The only thing that suggests otherwise is the VIDEO's Title, which I did not create.",True
81,"So gay people, in your opinion, have no right to form the families of their choice? So you are defending the continued oppression of gay people?We are sick of conservative family types. We are tired of the closet. The phrase ""we are mad as hell and we are",True
82,"Because they couldn't own models like the AR-15 or AK-47? Last I checked those were banned in Chicago and much of Illinois, limiting people to mainly deer rifles.",True
83,What Is a Human Person and Who Counts as a Human Person?: A Crucial Question for Bioethics by Prof. William E. May  There is also an extremely academic school of thought which views the human person in terms of the ego in all its derivations. I cannot h,True
84,"So? In your religion's view, everyone sins. Their sin is no greater or more unforgiveable than yours.",True
85,"What has this got to do with the non-material world, of which God and you and I are a part of? I know that the Apostles witnessed God's miracles. I too am witness to God's miracles. The evidence is adequate for me and for much of the world's population..",True
86,"Oh deary me, no. Where do I even start?  The bacteria and enzymes in your gut and intestinal tract that digest food are every bit as microscopic, and they thrive on specific compounds, not elements. Sugars and fats are plain old carbon, hydrogen and oxy",True
87,"First, are you not forcing your beliefs on me when you lobby for, enact, and support a law that legalizes an act that I see as murder?  Second, forcing someone to believe as I do is in no way the essence of Christianity. God gives choices (which is anot",True
88,"Well if you're going to quote that article that mentions Canada to support your opinion, then does that mean you're in favor of gun registration and licensing? Canada has them. And if the NRA is really interested in enforcing laws why do they ask congress",True
89,Well do you mean Texas or Texans? Because Texas holds the record for execusions in the US. Not something I'd be proud of.,True
90,So what are some examples of restrictive gun laws in South Africa? The people in South Africa think their gun laws are not strict enough.  In one of your previous posts you seem determined to use South Africa as evidence that outlawing guns doesn't work.,True
91,"tortured? you shut ur mouth..,... if ur not achristian then yes, i will pray for you....",True
92,"Throw off our conclusions about what? I'm getting a bit confused as to what you're trying to cast doubt upon.  Dark matter is stuff that doesn't interact via the electromagnetic force, so again by definition anything that we can't 'see' using EM waves i",True
93,"Sounds like the same skeptic argument above. I don't know about you Nu Leader, but when I'm certain my mind exists. Are you not certain? You are actually required to be, to deny you exist would require existence, and that would be logically contradictory.",True
94,So once again you're steering away from the debate? I don't understand why your ignoring the debate and going off in a whole new direction even after making this same mistake in your last post. You're still showing that the Bible has a flaw in it and ther,True
95,"Yes, do you? It's in a country with no medical facilities, no sterile place to get it done. A country full of HIV and AIDS. I wouldn't be surprised if these mothers had HIV/AIDS and knew they'd leave their child an orphan.",True
96,"Do you mean like Piltdown Man? It was displayed there for 40 years. ""The Eoanthropus dawsoni, or Piltdown Man, was on display at the Natural History Museum in London for 40 years. It was removed when advanced dating techniques not only showed that the bo",True
97,"One reason for conversion is that they do practice many religions. Jesus said He is the only way to God. I believe that, so how can I just turn a blind eye when people follow so many different religions? I would not be following the commands of my Lord.",True
98,And what is an inheritance? Proverbs 13:13 he who feareth the commandment shall be rewarded. 14 The law of the wise is a fountain of life. 15 Good understanding giveth favor 16 Every prudent man dealeth with knowledge 17 a faithful ambassador is health 18,True
99,"It's a lot more than what you've come up with. What evidence do you have that indicates the Iraq population wasn't heavily armed? As for the Taliban, you're confusing Afghanistan with Iraq.",True
100,"This is obviously incorrect since Earth and Mars are were created only 6,000 years ago. And how did they know that Mars would be so close this year?  I have other questions too. How do they know that Pluto has a 249 year orbit of the sun since it wasn't",True
101,"So given that there are cases where both dies... we just have to give up the mother's right to live over a fetus (which will die)? What if the mother isn't physically ready to have a baby. In the case of a young female (I'm talking age of 9 and younger, c",True
102,"Actually Montalban, there is a federal ordinance requiring protestors to stay at least thirty feet from the clinic's property. Were they allowed to go inside and talk to the women? Of course not. Most of the rabid anti-abortionists, (the ones that show up",True
103,"And who is the 'WE' that we trust? The scientists or the theologians, who disagree with each other?   I am curious for it on my own account.. and not willing just to accept someone's authority saying it happened one way or another.",True
104,"And if there are two competing hypotheses that are actually hard to choose between? As they get closer, it becomes less possible to choose by instinct or testing. A principle comes in handy.",True
105,"Yes. The better question is, did it happen just like in Genises? I don't think so.",True
106,"Well of course it's about petitions that would lead to amendments. What else would it be about? Nevertheless it is still a voting process. That's how amendments are done. What I'm asking is, does this bill mean that ANY issue that could come up as an amen",True
107,You have any examples of that? Shooting people for throwing rocks and eggs at houses that is.,True
108,"So what if the author isn't arguing against gun control? At last, there is indication that England has taken a step in the right direction and realized that taking all guns away from everybody isn't the answer to crime.",True
109,"What are you talking about? Please define information. What does ""new"" information have to do with natural selection or evolution? Evolution is NOT defined by evolutionary biologists as an increase in information.  So I ask again, please define informat",True
110,Really? The transcript shows that he did not ask her anything in the Gay marriage section of the discussion. Transcript can be found here: http://elections.nytimes.com/2008/president/debates/transcripts/vice-presidential-debate.html  and here: http://w,True
111,And what if it is one to me? Then your refute is equally refuted. The support for us not knowing lies in you and other's inability to provide anything beyond speculation as support for the assertion that an unborn child is not a person. Your own inability,True
112,So the stats come from John Lott.... Wasn't he the one who got caught making up statistics and impersonated a woman for three years to support the pro-gun cause?  http://articles.latimes.com/2006/may/31/opinion/oe-wiener31 http://whoismaryrosh.com/  .,True
113,"Yes, but I think you missed my point. I stated this above, remember the prohabition? People actually drank MORE alchohal. Without a ban, law abiding citizens and criminals will have them, with a ban, there will be just criminals.",True
114,"Again???? Gun control laws by design are meant to kept inner city citizens (i.e. black) from owning guns... Liberal terms such as ""saturday night special"" all have racist undertones. Also since the majority of gun violence in the US is minority on minorit",True
115,"I argue against them with regards to whatever argument they muster. Do we have any of those on this message board? Because from what I can see, it's primarily the ""religious"" argument counter...",True
116,"Why? Because people like you are still pushing gun bans regardless of the Heller ruling!  It doesn't help your side's argument when your people continually talk about ""reasonable"" and ""common sense gun regulations"" and their examples include bans on ""as",True
117,And why do you pick that point? What makes fusion an individual? It doesnt start growing just because it was fused into a cell.,True
118,But it is OK to teach your religion in public school classrooms? Is that what you mean? What about my religion. Is it OK for me to teach it to your children against your will?,True
119,"How does being poor limit your responsibility to protect yourself? I know a poor woman who has 10 kids just hoping that one day she would find a man that would be willing to help raise the rest. Also, what do you mean by ""less fortunate? It never happened",True
120,"How do you know square circles do not exist? Modern man could've named a square circle something different than it is. Ancient man could've called an object a square circle. For a question like that, you would have to search the universe to be 100% sure s",True
121,When is wealth redistributed on a whim? The NHS is one of the few good things to come out of WWII and is the mark of a fair society (if you ask me). Restricting health-care according to wealth is despotic....,True
122,"ah, but why do you use the word concept for both evolution and intelligent design? Evolution is a theory that has been studied, given evidence, and offered up for peer review. Intelligent design is simply a concept, a single belief. Evolution is a theory ",True
123,"I guess I should ask why you think the ""less evolved"" chimpanzee should have gone exinct?  What happened is that common ancestor to chimpanzees. for some reason, was divided into at least two populations which did not come into contact with each other m",True
124,So you're accusing me of the thing that your most guilty of? As I remember your posts have been censored several times by admin because you resorted to viscious personal attacks and name calling. And aren't you interested in the truth. Why isn't whether J,True
125,How would you know about who winds up dead more? You don't prove anything either.,True
126,"The egyptians predicted his birth, death, WWI, WWII, and they have predict the supposed end of the world. Are you saying that this religion was wrong? They predicted a lot more that I have not put that have come true.",True
127,"So lets say that if, and I know this has nothing to do with the topic of gay marriage, but do the people have a right to amend the constitution to introduce slavery? Does the majority have a right to deny a minority freedom? I already know you answer. You",True
128,"That who knows? Your use of ""we"" does not include many religious folk I assume. I would claim to know of much interaction that God has and has had with the world.",True
129,And this is evidence of creation... how? Please provide an explanation and a reference for how this is evidence of creation. Thank you! :-),True
130,"This assumes brain-dead is a logical choice to consider one dead. Even so, it proves nothing about when life begins. What says they have to be the same? This is a classic example of a conclusion not following from the premise.",True
131,"So we shouldn't treat people equally??  However Clive, we are talking about the Roe vs Wade case here.. I know they didnt have that in good ol' GB. It was the case that in a sense legalized abortion. My claim is that the court case was illegal regardles",True
132,"The article continues to comment that this mechanism serves as a mechanism tailored for evolution? Irrespective of its origins, somehow, life utilizes evolution FOR evolution.  B. Convergence As seen in the docking simulation, the solutions all converg",True
133,"Are you referring to the Epicurians? Aristotle? I can't think of any reference to these people as atheists. Socrates was accused of being an atheist, and the accusation made it clear this was because he didn't believe in the gods. Some schools of Hinduism",True
134,"Do some research. People collect functional tanks and aircraft. Did you ever hear of the Confederate Air Force? They restore and fly military aircraft. As for tanks, there are many web sites that promote collecting tanks and other military vehicles. And p",True
135,"Misunderstanding or misrepresentation? Biologists and geneticists do not claim that DNA is isolated from the environment. We are well aware that the environment can cause mutations under many conditions (cosmic radiation, x-ray, etc.). What is denied is t",True
136,So have you found figures pertaining to the rate of mountain growth? It is not enough to see with the naked eye the way erosion is. This explanation would also cause some mountains to fall as tectonic plates move away from eachother. Again after billions of years all rivers in existence would be deeper than those in the grand canyon without the material coming down from mountains.,True
137,"Now you are confusing me. In a previous post, you wrote this: ""A gay couple has no more right to marry then two brothers""But now you say that you never said there ""is no right to same sex marriage."" So are you arguing that two brothers do have the right to marry? I am reading your posts, but you seem to make contradictory arguments. That may be because I just don't understand what you are writing.I thought you were arguing that there is no right of same-sex couples to marry but that they should be allowed to marry anyway. It sounded like a nuanced argument to me. But apparently that is not what you were saying? Can you clarify this?Thanks.",True
138,"In a sense you really can. From the perspective of if niether Islam or Christianity existed there would be no AQ or KKK. The question then is would they have existed anyway? To do so they would have to have radically different access to resources, social acceptance and support, ideological motivation and all of these would need a reason to endour over time surviving cultural, geographical and population shifts.It's one thing to say religion is good, just used poorly, but when will it start being used correctly all the time? It's like having a TV that has a 1 in 3 chance of everytime you turn it on it will explode. At some point you stop buying TV's.",True
139,"Reread my argument, please. I don't see incest as good or anything. What I do see is that the only real rational argument against it is the genetic trouble with offspring (all other arguments are actually problems that cause incest, not consequences of incest). And here, I see hipocrisy. We're prohibiting incest, but are not instituting a global consistent policy that would apply to any and all parents where genetic risks exist. Adult heterosexual consenting non-related parents whose procreation is almost guaranteed to cause genetic defects? We leave it to them to decide and choose the preventive measures. Related? Prohibit regardless of chance. And really, I would actually fully support such a (yes, very invasive) globally consistent policy. The double standard annoys me, not that I advocate incest (something people here fail to acknowledge).",True
140,"You benefit from all of these. They may not be direct benefits or even benefits you want but when it exists we all benefit. Frankly, the IRS is just an idiotic one. Your whole argument only works if you have the IRS to enforce these policies. Could we go without SS and Public education? Probably, but I prefer a system where society decides on what is a ""public good"" and we go with that.",True
141,So am I correct that you believe it would politically incorrect for Democrats to bring a concealed handgun or open carry gun to a Democratic Meeting? How about Brady and Galileo? I remind that the esteemed congresswoman was pro-gun.   2 Lawmakers to Carry Guns in Home Districts,True
142,"What study do you refer to? If you're going to bring up something then you should be ready to provide it whenever you try and make a point. I don't care if you've presented it before, simply telling us to go look for it isn't constructive of honest and open debate.Perhaps you would care to explain just how owning a gun is going to make a person more likely to get murdered? And who are they more likely to get murdered in comparison to? Are they more likely than people who live in the ghettos? More likely than drug dealers? More likely than gang members? More likely than police officers? More likely than people in third world countries? Who exactly?",True
143,"They are also an expense against revenue.I suppose you think that business will reduce prices in some proportion to the tax relief, but they are not in business to give consumers a great deal. They are in business to make profit. You will likely see only a moderate decrease in prices by eliminating corporate tax.#2 How many people do you think will incorporate in order to avoid paying any tax? My guess is just about anybody who can. You are left with either anOver taxed non-corporate population or an immedite and significant drop in revenue as everyone incorporates becoming exempt, or both. Americans have been finding ways around the tax code since it's inception",True
144,"It says the Lord was with them, but they could not defeat them because of the iron chariots. What do you suppose the Lord was with them means? HE was just checking things out visiting some friends? Also because of this they did not get possession of the land promised to their fathers, but had to share it with the people who were already there. God could not keep his promise and God could not deliver the land and God could not deliver any of the land without having his people slaughter the inhabitants who were there already. Again thou shalt not kill unless God wants your land. ",True
145,"Pray tell where in your four links and 20 posts have you ""provided proofs for everything you've said"" to substantiate your arguments? There is nothing in your links to prove any of the more ridiculous arguments you have made here in this thread.Your own proofs have been laid out in front of you. None of them mentioned the 1911. None of them mentioned a prohibition on the M1 Carbine.",True
146,ChernobylSoviet Union's polluted land : The Lancet OncologySoviet Pollution: A Lethal Legacy ? Gerd Ludwig PhotographyScienceDirect.com - Global Environmental Change - New data on air pollution in the former Soviet UnionIt doesnt matter if Russia is better or worse now..you blamed capitalism for polution either ignoring or not realising communist countries were even worse.You should look at communist Chinas record on polution,True
147,"At the same time, who determines who or what a terrorist is? Since the passing of the Patriot Act, there are well over a million people on the terrorist watch list. So writing an anti-political blog and jaywalking almost puts you in the same boat. Part of the question is concerned with exactly who is doing the labelling of individuals as criminals and terrorists and why.",True
148,"I got ya, but I still disagree. if free will doesnt exist, then why should I make an effort to do anything? if I am destined to be wealthy, then no matter how lazy I am today, I'll be wealthy sometime down the road. and if Im destined to poor, no amount of hard work and diligence on my part can change that. why wouldnt I just drift along life and allow destiny to take me where I will inevitably end up?",True
149,You are saying this: God cannot know the future before it has happened. What he knows about tomorrow doesn't exist until tomorrow is completed here in our time. Now tell me the contradiction in that statement as I'm sure you will see it clear as day.I think this may help you see the flaw in what you are trying to suggest. Why don't you try to explain to me how God cannot know the future assuming he is not constrained by time. I don't think you will find it possible to explain. This is a good step in understanding what I am saying.,True
150,Where did I cite al jazeer (which btw isnt 'islamofacist)?I simply suggested that maybe Kerry was pointing out that Sadrs newspaper was a 'legitimate voice' for Iraqis.That has nothing to do with support for your enemies. You made this accuse and it surely isnt benefitial for troops morale either.,True
151,"Hello, ungerdunn.Hmm. It is possible that I will be living in Oklahoma in 2006. How easy is it to get to Houston from there?I was a Peace Corps volunteer in Tanzania. One of my biggest regrests is that I never made it to Olduvai Gorge. It would have been interesting to pay a visit to the ancestral homeland!",True
152,"In the book of Hebrews Chapter 11 it says that ""faith is the evidence of things not seen"".I think the fact that people have faith is an indicator of the concept that something beyond ourselves must exist. What other purpose would faith serve? Others have said things like, men create. This is evidence (indirect admittedly) that there is a creator.Not very good, to be sure, but I have limited time and wanted to respond.",True
153,"Let's see how dillusional this claim is. Answer me these questions: How many of his actual crew are aganist Kerry? How many of these anti-Kerry's are being paid? How many of these anti-Kerrys haven't changed their own stories? Besides, memory is a bad subsitute for hard evidence. In the case aganist Bush, no one remembers him doing anything important. In fact, many people don't even remember him at all. ",True
154,"Maybe you are having trouble with the concept of ""low premium, high deductible"". That means the monthly payments (premiums) are low, and the deductible is higher (cost you actually pay for services). This shouldn't be a problem. How often do you actually use your health insurance? I use mine very rarely (not at all in the last year). It appears that what Bush is trying to do is get insurance coverage to low income folks without a multi trillion dollar price tag (like kerrys plan carries). This isn't a bad thing, and I am not even a bush supporter.",True
155,"Careful, your double-standard is showing. When MEN attempted to make jokes in the past, you accused US of being mysogenistic, remember? If not, I can link you back to your own words. It seems your selective indignation is a one way street. emoticonXRolleyes Oh, and my superglue comment was made as a response to a WOMAN's (or at least I think Simone's a woman) comment about stapling a woman's legs shut. :)",True
156,"Why do you think they feel no emotion? All the women I know who have aborted did so under very difficult circumstances and it was horrible for them.Most women who seek abortion are not unfeeling sluts. They are real women, with real issues, and real circumstances that lead them to that choice. Want to help those babies? Address the issues the women face and don't demonize. No amount of legislation can make for succesful pregnancy without the support of the mother. Dismiss her and you will fail to do anything to help anyone.",True
157,"That's certainly an interesting point. I know next to nothing about global economics, so I won't try to argue here. But I will make a guess that such a thing will never happen as long as we're still a superpower and cling to our beloved dollar. Probably we'll devolve into just four or five major currencies in the next 50 or so years and leave it at that for a long while.But to stay on topic, I'm just wondering why such a thing was brought up as a Sign of The End. Why would it seem evil to someone living back then? It's an oft-quoted religious statistic that always leaves me scratching my head.",True
158,"No, we didn't know about global warming like we do today. We didn't know the Earth was slowing warming at a abnormal rate, we didn't know the polential damages, we didn't know about the rate of land loss, we didn't know alot (actually almost everything) about global warming during the 60s for obvious reasons: we lacked the science and the knowledge. You're changing the subject away from the fact that it was not a difference. More fraud upon your part.",True
159,I don't understand this business of the UK and England at all. It seems to me that somebody has a chip on their shoulder. Who cares? Chomsky is not as bad as the terrorists. That's an obvious fact. What is equally obvious is that he provides aid and comfort to the enemy and that's the definition of a traitor.,True
