,text,label
243,Do you end up with very different length lines? /,0
244,{C And } it divides the words by itself? /,0
245,"Do you think it's a lack of  training,  /",0
246,"Have you worked mostly on I B M, /",0
247,{D Well } do you think it's been  five minutes yet  /,0
248,is that like Visa [ and + --,0
249,"Do you have department store credit cards too,  /",0
250,"Do you have, {F uh, } an annual fee on yours  /",0
251,What can we do about crime?  /,0
252,"are you going, - /",0
253,are you a student  /,0
254,"You know,",0
255,"Is there anything else you would want to, /",0
256,Do you have major medical benefits? /,0
257,Is that right? /,0
258,Is that locally? /,0
259,"Was that when you were, {F um, } {D well, } - /",0
260,Is that right? /,0
261,"I, {F uh, } <noise> was thinking about salaries and benefits and --",0
262,"[ Do, +",0
263,Is that what you mean? /,0
264,Is his office in Plano? /,0
265,can you think of another thing that you guys looked at  /,0
266,"{D Well, } do you have time to read the paper in the morning? /",0
267,"[ {C but, } + {C but } ] I guess [ the, + the ]  issue is, {F uh, } beside the newspaper, do you take any news magazines? /",0
268,"[ [ Did, + did you, ] + did you ]  hear what Schwartzkopf had to say about, {F uh, } Pete Arnett, and, {F uh, } [ the, + the ] news coverage? /",0
269,Do you ever listen to the radio  /,0
270,Do you know it was on radio now? /,0
271,Do you have a particular local channel that you watch? /,0
272,"can you tell much difference between the local radio, T V stations? /",0
273,"I don't know if you kept up,  /",0
274,"{F Oh, } really? /",0
275,Where'd you move from? /,0
276,"<Laughter> Is he the sports, -/",0
277,"[  Have you talked, + have you been ] on the conversation when they beeped you at ten minutes? /",0
278,What do you take? /,0
279,Are you? /,0
280,"{D You know, } what's the point? /",1
281,"{D Well, } [ do you  ((   )) , + do you ]  tear out of your magazines, your recipes  /",0
282,{C or } do you keep it? /,0
283,Are you in the market for a car recently? /,0
284,"{F Oh, } what did you get? /",0
285,"[ what, + what  ] convinced you to get that one? /",0
286,how many miles on it? /,0
287,"do you have any particular things [ that, + that  ] are priorities on your list. /",0
288,"I guess down here air conditioning's a must, isn't it. /",0
289,"{C So, } {F uh, } if you were to buy [ a new car now, + a brand new car, ] what would you look for? /",0
290,Isn't that true.  /,0
291,"{C But, } do you need air conditioning down there? /",0
292,"Have you ever, {F uh, } organized a family reunion? /",0
293,How many --,0
294,"{F Uh, } is there someone, - /",0
295,do you all just sort of chip in and help out with stuff when you are there?  /,0
296,"[ {C So, } + {C so }  ] he does not live there though? /",0
297,"are there kids that are there too, <baby_crying> or mostly adults? /",0
298,Are you all located in Texas? /,0
299,French reunion? /,0
300,"{C But } {F uh, } do you have horses or anything at your dad's farm? /",0
301,"[ Does, + does ] your dad have horses there? /",0
302,{C so } he really does use it as a vacation home.  /,0
303,Do people actually pick the fruit and things? /,0
304,does he have a lot of land to go walking --,0
305,Never saw the bass? /,0
306,<Child_talking> {C But } do you guys have fishing competitions while you are there? /,0
307,What --,0
308,Really? /,0
309,{C And } it is --,0
310,How big do they get? /,0
311,Do you know? /,0
312,Have you been keeping up? /,0
313,There's no official document signed or anything? /,0
314,{C And } how long have you had them? /,0
315,"{F Oh, } is that right? /",0
316,What kind of dog do you have? /,0
317,Is that right? /,0
318,Isn't that interesting <Laughter>? /,0
319,What color is your dog? /,0
320,"{F Um, } did you get yours as a pet for your chil-,  /",0
321,do you have children? /,0
322,"{F Oh. }  {D Well, } I was wondering if you got your dog originally as a pet for them or just because you'd had dogs before  /",0
323,Is that right? /,0
324,Isn't that amazing? /,0
325,"{F Oh, } really? /",0
326,Is that right? /,0
327,Isn't that interesting?  /,0
328,Isn't that interesting?  /,0
329,"{F Um, } how long did you have that? /",0
330,Isn't that funny? /,0
331,Is that right? /,0
332,"[ what, + {F uh, } what's ]  your experience been like? /",0
333,"(( {D Now } ))   (( {D like } ))   who's got that extra two and a quarter <laughter>,  /",1
334,"{D Well, } do you have any, {F uh, } television programs that you watch regularly? /",0
335,"{F Oh, } you will? /",0
336,"{C but, } {F uh. }  How about you? /",0
337,"{D Well, } we probably exhausted that, huh? /",0
338,"What do you think about that,  /",0
339,"do you think that, {F uh, - /",0
340,} what do you think about the women that are not having families because they want to continue their business? /,0
341,"what do they get,  /",1
342,"what do you feel the changes in the future, {D like } with the abortions and that type of thing, women in politics and --",0
343,What type of home do you have in Dallas? /,0
344,{C And } it's probably typical of your neighborhood. /,0
345,"you're in [ the, + the ] styles that they have started building in the last couple years with the real high ceilings, /",0
346,"Have you, {F um, } found in talking to your neighbors that your utilities are quite a bit higher with those high ceilings? /",0
347,Are they? /,0
348,"{D Well, } how many bedrooms do you have in your home? /",0
349,Where did you move from? /,0
350,Do you like the Dallas area? /,0
351,"{C And } I would imagine that you have found that the homes  (( down here ))  are, {F uh, } a much better value down here,",0
352,"{F Oh, } really? /",0
353,Do you like reading as a hobby? /,0
354,"{D you know, } you make clothes for them and everything like that. /",0
355,"Do you, {F um, } - /",0
356,"I know one thing that's pretty popular with the girls up here at college, and I make them also, is the padded covered photo albums? /",0
357,{C So } in each of the dorms you have a place for that? /,0
358,"For the dorm,  /",0
359,{C and } who decides what you do with it? /,0
360,{C And } what do they do with it? /,0
361,you know about that? /,0
362,"Is that what this target is,  /",0
363,Do you all have Target stores up there? /,0
364,"{C So, } [ you're not pick-, + you're not ] having it picked up --",0
365,Do you all have can banks? /,0
366,No? /,0
367,{C But } they don't give you for the other. /,0
368,{F Oh } really? /,0
369,Do you have those up there? /,0
370,That's pretty good isn't it. /,0
371,You mean where you sack your own groceries. /,0
372,"{D Well, } what are you going to do when you get out of college? /",0
373,Right?  /,0
374,Right?   /,0
375,What do you think the outcome will be? /,0
376,Do you have one? /,0
377,"{C But } other than that.  {D Well, } can you think of anything else we need to talk about. /",0
378,Anything else? /,0
379,"What about people from, {F um, }  Pennsylvania.  /",0
380,What do they think about Texans? /,0
381,What do we think about them? /,0
382,<Laughter> Have you thought about that? /,0
383,<Laughter>   ((   ))  what you think about Pennsylvanians. /,0
384,<child> Gettysburg? /,0
385,"{F Oh, } is it like a foreign exchange type student? /",0
386,"[ do, + do  ] you have a home, or apartment? /",0
387,do you have to do a lot of upkeep? /,0
388,No? /,0
389,"{F Oh, } is it real expensive? /",0
390,"{D Well, } [  do, +  do  ] they do other things for you all? /",0
391,"{C But } you knew when you moved in, you'd have to pay that, didn't you? /",0
392,do things like plant bushes and trees? /,0
393,"{C So, } there is, {D like, } no restriction on what types of bushes you can have or  anything like that? /",0
394,"{F Oh, } really? /",0
395,{C So } what movies have you seen? /,0
396,How about you? /,0
397,<Laughter> Who wins? /,0
398,How much is it in Dallas? /,0
399,What do you think of movies in general?  /,0
400,"As far [ as the, + as the  ] trends? /",0
401,"{F Oh, } really? /",0
402,"{C And } that book, have you ever read that book?",0
403,INVISIBLE MAN? /,0
404,INVISIBLE MAN by Ralph Ellison. /,0
405,"{F Uh, } did they make the movies after that  /",0
406,"{C so. }  {D Well, } I guess we have talked probably  our [ l-, + time limit,  ] haven't we? /",0
407,"You apparently have somebody there, in one. /",0
408,"{F Oh, } you are kidding? /",0
409,"Your first ones you mean, it,",0
410,"What's [ your, + been your ] experience? /",0
411,"{D Well, } [ I, + I ]  was going to ask, too, does your wife work? /",0
412,She just recently started working then. /,0
413,"(( T ))  lives in Pittsburgh, you probably don't know where that is. /",0
414,What line of work are you in  now since you went to school  /,0
415,"Which your income would be a lot better,",0
416,"{C And } [ you, +",0
417,Did you want me to go ahead? /,0
418,"{C but } it was, {F uh, } basically what's your views on, whether you thought there was certain cases that should be used, that sort of thing? /",0
419,how do you feel about it? /,0
420,"{D Well, } {D you know, } [ [ you, + you ] got, + you got ] that point well, [ h-, + ] {D you know, } [ what, + what ] if a mistake is made and you put someone, {D you know, } to death that really didn't do it. /",1
421,You know what I'm saying?  /,0
422,"[ If, + if ] the  ((   ))  evidence wasn't overwhelming, right? /",0
423,do you know if Virginia has it? /,0
424,"[ {C But, } + {F uh, } {C but, } ] [ [ are, + are ] you, + would you ] draw the line there with just the premeditated murder? /",0
425,"{F Um, } {D so } where do you live in Pennsylvania? /",0
426,Near Polk? /,0
427,"{C And, } {F uh, } where do you get yours? /",0
428,"{F Oh, } do you have a certain station you like to watch when you watch it  /",0
429,Do you? /,0
430,Is that been --,0
431,"The C N N, is that what that is? /",0
432,Did I say channel nine to begin with? /,0
433,"{D Well, } {F uh, } what kind of recycling do you have in your area? /",0
434,which one is that? /,0
435,On just particular things - /,0
436,{C And } what is T I? /,0
437,"{F Uh, } maybe you could tell me, what is the difference between office paper waste and just {D like } newspapers? /",0
438,"{F Oh, } really? # /",0
439,"{F Oh, } really? /",0
440,# {C so } why # not pay industry.  /,1
441,"Why not pay industry a little more,",1
442,About how many calls have you made on this system? /,0
443,"Do you have, - /",0
444,you've  ((   ))  a few? /,0
445,"With T I, or somebody else? /",0
446,"Didn't they have an outside consultant, too? /",0
447,"Did they have an outside consultant, like [ a, + <breathing>  the  ] employ-, -/",0
448,"{F Oh, } really? /",0
449,What do you think about pensions?  /,0
450,What do you think of a pension that goes from one company to the other like  [ an account + {D like } a four O one account.  ]  /,0
451,"{D Well, } what would be the difference between that and  social security? /",0
452,"{D Well, } doesn't it work,  you don't see, {F uh, } {F uh, } anything until you spend the minimum? /",0
453,"Don't you have to spend the minimum of two, three hundred? /",0
454,"[ Do  you, + do you  ] buy your pills one at a time? /",0
455,"# What other benefits, # /",0
456,What about vacation? /,0
457,"When they say this proposal, is this something that they're just suggesting,  /",0
458,"{C or } are  they actually, - /",0
459,"[ [ why, + why, ] + why ] did they call it a proposal,  /",0
460,what's your views on it? /,0
461,"What do they do, just keep them on death row --",0
462,Do you have the overcrowding in your prisons that we are facing down here? /,0
463,"{D Well, } England [ has, + {F uh, }  don't they have  ] a [ large, + fairly large  ] welfare? /",0
464,however the question is is that making the difference. /,0
465,"{F Oh, } do you? /",0
466,"What do you do there in Lubbock as far as, {F uh, } recycling is concerned? /",0
467,"# [ Wha-, + # --",0
468,"{C So, } {F uh, } what else do they do in the Dallas area? /",0
469,"{D Well, } [ wh-, +  what ] kind of services do you have there in Lubbock as far as, - /",0
470,"Do you tend to buy more recycled items [ that, + ] if [ something, + ] {F uh, } the pack says recycled and something else doesn't?  /",0
471,would you tend to chose the one that does  /,0
472,what kind of music do you like? /,0
473,What about you? /,0
474,"{F Oh, } really? /",0
475,What instrument does he play? /,0
476,What was that? /,0
477,What are they like? /,0
478,Do you have a large tent  /,0
479,"{C And } how many does it sleep, {F uh, } comfortably? /",0
480,"[ Di-, + do  ] they have a kitchen in them? /",0
481,"{C So, } {F uh, } do you have plans [ for, + for ] any other camping trips in the near future? /",0
482,"{F Uh, } are you, {F um, } - /",0
483,"{F Oh, } do you have a favorite among all those that you have been to? /",0
484,"{F Uh, } is it true that Caddo Lake is the only natural lake in the State of Texas? /",0
485,# Is it? #  /,0
486,"Can I guess your favorite team, if you had one, might be the Steelers. /",0
487,# Do you? # /,0
488,Does he really? /,0
489,I wonder if he'd ever do that. /,0
490,{D Well } what about the Houston Oilers.  /,0
491,Do you like them? /,0
492,How do you think the Steelers are going to do this year.  /,0
493,You have any idea. /,0
494,"They have such a super team for years, that won what, four Super Bowls? /",0
495,Have you been following the big draft that occurred yesterday? /,0
496,"{D Well } who would you say is your favorite player, or has ever been your favorite player? /",0
497,Ever been? /,0
498,"{D Well } what did you think of, {F um. }  a couple years ago for the Bears, the Refrigerator. /",0
499,"would you say that you have a fav-, - /",0
500,"{E I mean } other than Dallas, would you say that you have, {F uh, } a favorite quarterback.  /",0
501,"What about, {F uh, } Marino? /",0
502,"{F Um, } what do you think of the, {F uh, } L A Raiders,  /",0
503,"used to [ the, + the ] Oakland? -/",0
504,"What kind of pet do you have, Gail? /",0
505,Have you? /,0
506,"{F Uh, } what have you had? /",0
507,Did he?  <Laughter>. /,0
508,"do you, -/",0
509,"Do you think a lot of people, when they are listening to a trial, put themselves in a position like that and say, I would never do something like  that,  /",0
510,{C and } it's for them to believe that somebody else could do the things that have been done? /,0
511,"{F Uh, } do they have such a thing now as a six man jury? /",0
512,That would mean they all would have to decide --,0
513,They still found him guilty? /,0
514,When people said he was at work? /,0
515,do you think that's good --,0
516,{F Oh } --,0
517,Make a recommendation? /,0
518,Do they sometimes make a recommendation? /,0
519,"The other thing then is, because I don't  know how long they want us to talk, /",0
520,"{C And } you're in Minneapolis, /",0
521,"{D Well, } is the pollution really bad up there? /",0
522,Any vacations recently that you would highly # recommend? # /,0
523,"{F Oh, } really? /",0
524,"{F Uh, } [ what, + what, ] has been your favorite trip do you think? /",0
525,Really? /,0
526,Better than Europe? /,0
527,{D So } how about you? /,0
528,really? /,0
529,You said that you have been to England several times? /,0
530,"I wonder, have you ever been to [ a, + {F uh, } a ] small town, {F uh, } - /",0
531,"[ Has, + what's ]  been your voting experience? /",0
532,"<Laughter> {D Well, } do you feel like, {F uh, } - /",0
533,Was I supposed to do something? /,0
534,"{C so, } {F uh, }  were we right in the Middle East? /",0
535,Should we have been there? /,0
536,Did we do what was correct there? /,0
537,Should we have fought them harder?  /,0
538,Used more weapons equal to their chemical weapons that weren't used? /,0
539,"{F Oh, } you agree with Schwartzkopf who says, {F uh, }  Drive on into Baghdad. /",0
540,Would that be so bad?  /,0
541,Was there anything there to begin with? /,0
542,Wouldn't it have been wonderful if we could have freed the country. /,0
543,What did he say about it? /,0
544,{C But } wouldn't it be wonderful. /,0
545,"And back east,",0
546,What's that? /,0
547,I say back east you all drive at fifty-five don't you? /,0
548,Have you ever been out here? /,0
549,How far west have you been? /,0
550,"{F Oh, } you've never,",0
551,The Rocky Mountains? /,0
552,Yellowstone? /,0
553,"{F Uh, } how high is the highest elevation? /",0
554,-- three thousand feet? /,0
555,Close to sea level? /,0
556,How many hours have you been from home? /,0
557,"{F Uh, } the farthest away from home? /",0
558,{C So } are you working your way through college? /,0
559,What's your major? /,0
560,"{D So, } {F uh, } what do you plan to do with it? /",0
561,"Savings and loans, {F uh, } /",0
562,"{D Well, } {D well } what would be the unemployment rate  out there? /",0
563,Are you a T I -er? /,0
564,Really? /,0
565,"{D Well, } you like Fords, apparently, huh? /",0
566,Really? /,0
567,Is that right? /,0
568,What did they want to charge you for it? /,0
569,Did you get it --,0
570,"{F Oh, } really? /",0
571,I don't know whether you did yours.  /,0
572,"{F Oh, } really?  /",0
573,Uh-huh? /,0
574,do you? /,0
575,is it restricted to certain crimes?  /,0
576,"do you feel at all like, it's a religious issue? /",0
577,Do you think most states have that  /,0
578,are we doing lethal injection now? /,0
579,"{D Well, } do you think that we do it because we want it to deter crime  /",0
580,"Say you did, {F uh, } starters and bendix springs  such as that on an old one. /",0
581,She had to label everything. /,0
582,What was she driving? /,0
583,"{F Uh, } {C and } {D like, } what were you  replacing the starters and bendix on? /",0
584,"Did you replace just the, {F uh, }  bendix on the Chrysler station wagon or the whole starter? /",0
585,"{D Anyway, } what are you driving now? /",0
586,"It was a late model,  /",0
587,is that Chrysler van? /,0
588,one of the little mini vans? /,0
589,"{F Uh, } rides or runs? /",0
590,Rides rough? /,0
591,"You driven American cars all, -/",0
592,"{D Now, } do you think since they started  with electronic ignition that it improves the way the car runs? /",0
593,Do you have any? /,0
594,"{F Oh, } really? /",0
595,"{D well, } how do you get your name off the junk mailing list? /",0
596,"{F Oh, } really? /",0
597,"{F Oh, } really? /",0
598,"{D Well, } is there any,",0
599,"Nothing that you felt that, {D you know, } - /",0
600,any experiences you've had at work? /,0
601,"How do you feel, -/",0
602,you mean {D like } for working and  stuff? /,0
603,"{D So, } how do we fix the national budget? /",0
604,"{D well, } [ [ [ wh-, + wh-, ] + wh-, ] + why ] do you say that actually? /",0
605,"[ at, + at ] some point, what can you do [ to sort of raise rev-, + {E I mean, } to raise ] jobs I wonder. /",0
606,{C And } that way just create more jobs <<very faint>> or whatever? /,0
607,"[ yo-, + you ] think space would do that much for that  /",0
608,Like what? /,0
609,"{F Oh, } [ you think, + you think ] that would, {F uh, } have a major effect?  /",0
610,"{E I mean, } why not. /",1
611,You know what causes that? /,0
612,Really? /,0
613,"For making, you mean, government issue underwear? /",0
614,"{F Oh, } which state is that? /",0
615,"{F Oh, } really? /",0
616,"[ What, + what ] age child are you thinking in terms of? /",0
617,In terms of what they're talking about. /,0
618,# Do you # --,0
619,{C And } did you put him in daycare  /,0
620,What part of the country are you in? /,0
621,"# <laughter> # {C So } [ do you think that, +  {E I mean, } do you think that ] that was in a way though, [ good ob-, + good objectivity ]  that, that doesn't really, - /",0
622,"{C but }  ((   )) , {D you know } # --",0
623,"From a mother's standpoint, {E I mean } in a way, [ i-, + it ]  was quote and unquote good [ ob-, + objectivity. ] /",0
624,# Did you # say Romania --,0
625,"what country were you, {F uh, } in Europe when you were {F uh, } {F uh? } -/",0
626,How was the Middle East in terms of that with children?  /,0
627,"[ Is that, + is child ] care or that type of idea completely foreign to them? /",0
628,"{C but, } {F uh, }  I was just real curious when you said Middle East, # if you # --",0
629,"{C So } #  [ you, + you ] assumed right <laughter>. # /",0
630,Do you have any? /,0
631,Do you have any kids  /,0
632,How about yourself?  /,0
633,Do you have any kids? /,0
634,"[ What, + {F uh, } what ] do you use as a  basis to determine which college or  university you go to? /",0
635,"[ Where, + where ] did you go? /",0
636,"[ [ Do you, + do you ] worry, + do you worry ]  any about, {F uh, } {F uh, } being able, - /",0
637,{C but } do you think  that that's going to be enough? /,0
638,"Do you, -/",0
639,Do you work outside? /,0
640,Not really? /,0
641,"{F Oh, } is that right? /",0
642,"Did you find you wore, {F uh, } slacks when you were working full time  /",0
643,"Not even [ a dressy slack, + a dressy ] [ suit, + slack suit ] even --",0
644,"{F Oh, } you don't think you will, {F huh } <laughter>? /",0
645,<Laughter> Do you like Kenny G? /,0
646,"[  Where, + where ] are you from? /",0
647,"Have you,",0
648,"People from Virginia [ and, + and ] all over.  Yeah. /",0
649,What type of foods do you cook  /,0
650,"{C and } what would you, {F uh, } cook [ in, + ] {F uh, } {F uh, } let's see, if you were giving a dinner party?  /",0
651,What kind of meals did she make that you liked? /,0
652,"# [ have you # seen, + have you ] had any of those? /",0
653,"{F Oh, } really? /",0
